SKU,Наличност,Бройки,Цена
100917,Наличен,6,33.90
100923,Наличен,11,80.00
100925,Наличен,5,105.00
921154,Изчерпан,0,29.90
100916,Наличен,17,22.20
932263,Наличен,3,18.80
937949,Наличен,5,88.00
251616,Изчерпан,0,17.90
944361,Наличен,3,301.00
947823,Наличен,68,18.80
376016,Наличен,464,4.00
960384,Наличен,59,65.00
952021,Наличен,84,51.50
950984,Наличен,221,23.50
950985,Наличен,312,39.00
948390,Наличен,66,149.00
948385,Наличен,49,42.00
948386,Наличен,130,45.00
948383,Наличен,302,53.00
948384,Наличен,220,56.00
950045,Изчерпан,0,205.00
947757,Изчерпан,0,102.00
946877,Изчерпан,0,76.90
945351,Изчерпан,0,65.00
947012,Наличен,1,148.00
947013,Наличен,8,166.00
945957,Изчерпан,0,102.00
946872,Изчерпан,0,102.00
942434,Наличен,1,469.00
939713,Наличен,7,78.00
939712,Изчерпан,0,72.00
939710,Наличен,2,92.00
936156,Наличен,70,68.00
932565,Наличен,5,56.80
932560,Наличен,8,134.40
932561,Наличен,7,25.50
390603,Наличен,67,23.20
390604,Наличен,47,25.50
390605,Наличен,45,34.90
390606,Наличен,15,36.50
390615,Наличен,124,26.50
921966,Изчерпан,0,85.00
927160,Наличен,31,58.00
927159,Наличен,118,48.80
925625,Наличен,46,55.00
390613,Наличен,72,65.00
922214,Изчерпан,0,17.60
922215,Наличен,17,23.80
920339,Наличен,30,36.50
920340,Наличен,102,47.80
921151,Наличен,99,52.00
948395,Наличен,31,16.80
948396,Наличен,42,21.20
948393,Наличен,23,12.00
948394,Наличен,24,13.20
948391,Наличен,17,9.00
948392,Наличен,7,9.90
948398,Наличен,20,36.00
949239,Наличен,3,45.00
947578,Наличен,1,33.50
947579,Наличен,2,37.50
948381,Наличен,177,28.00
948382,Наличен,136,30.50
948379,Наличен,140,24.00
948380,Наличен,105,26.50
947404,Изчерпан,0,7.80
947405,Изчерпан,0,8.80
936157,Наличен,73,14.30
932175,Наличен,62,28.00
932564,Наличен,77,31.20
920464,Наличен,128,12.00
930238,Наличен,108,21.60
930239,Изчерпан,0,20.80
925628,Наличен,58,17.60
925626,Наличен,66,22.30
390612,Изчерпан,0,20.50
934250,Наличен,10,20.80
922220,Наличен,93,23.20
390607,Наличен,40,16.00
390618,Наличен,104,20.30
390619,Наличен,16,26.90
925810,Изчерпан,0,20.00
925811,Наличен,303,27.50
925812,Наличен,157,33.50
925813,Изчерпан,0,25.50
925814,Наличен,52,31.20
945099,Наличен,1,10.00
928236,Наличен,25,34.20
945878,Наличен,18,40.60
920480,Изчерпан,0,34.50
929981,Наличен,57,37.00
929982,Наличен,30,47.20
938302,Наличен,228,21.50
925630,Наличен,14,10.90
948313,Наличен,61,40.60
948706,Наличен,144,20.00
927023,Наличен,8,19.20
932311,Наличен,31,6.20
936120,Наличен,61,8.50
936121,Наличен,63,8.50
936122,Наличен,30,7.80
947350,Изчерпан,0,4.80
947351,Наличен,5,6.80
949775,Наличен,2,62.00
950043,Изчерпан,0,55.00
920335,Изчерпан,0,62.40
920336,Наличен,9,72.00
922996,Наличен,103,41.50
922997,Наличен,43,35.00
381514,Изчерпан,0,26.90
381511,Наличен,106,13.60
381512,Наличен,77,17.50
381513,Наличен,86,21.60
927298,Наличен,34,45.60
927299,Наличен,40,52.00
927300,Наличен,65,44.80
927301,Наличен,72,58.00
261409,Наличен,222,11.50
261410,Наличен,181,12.20
261411,Наличен,33,13.90
261412,Наличен,42,14.50
261413,Изчерпан,0,16.80
933201,Изчерпан,0,20.00
944992,Изчерпан,0,7.80
950387,Наличен,90,14.80
950388,Наличен,118,11.30
961608,Наличен,41,17.30
947085,Наличен,7,15.10
945926,Наличен,31,12.50
945916,Наличен,29,14.60
945944,Наличен,1,6.20
945945,Наличен,29,7.50
945946,Наличен,56,8.50
945947,Наличен,49,8.50
945948,Наличен,22,10.50
945949,Наличен,10,10.90
945950,Наличен,13,7.50
945951,Наличен,10,8.50
946805,Наличен,42,5.80
946806,Наличен,46,6.00
946807,Наличен,4,6.30
946808,Наличен,29,6.60
946809,Наличен,29,7.00
946810,Наличен,36,7.50
946811,Наличен,78,7.80
945908,Наличен,170,9.00
945909,Наличен,128,11.50
945910,Наличен,65,13.50
945911,Наличен,107,15.00
945912,Наличен,114,10.30
945914,Наличен,131,12.30
945894,Наличен,10,20.50
958444,Наличен,34,5.80
956851,Наличен,92,6.30
945789,Наличен,86,8.30
945790,Наличен,28,9.50
945791,Наличен,29,12.00
945792,Наличен,21,14.00
945793,Наличен,31,8.80
945794,Наличен,26,10.20
945795,Наличен,4,10.50
945796,Наличен,45,14.20
941131,Изчерпан,0,2.00
941132,Изчерпан,0,2.00
941133,Изчерпан,0,2.00
941134,Изчерпан,0,2.00
941135,Изчерпан,0,2.00
941136,Изчерпан,0,2.00
941137,Изчерпан,0,2.00
941138,Изчерпан,0,2.00
941139,Наличен,13,2.00
941140,Изчерпан,0,2.00
941490,Наличен,12,6.90
941491,Наличен,12,8.20
937065,Изчерпан,0,6.50
943600,Изчерпан,0,7.50
943601,Изчерпан,0,8.50
937066,Изчерпан,0,9.20
937067,Изчерпан,0,11.00
937068,Изчерпан,0,11.90
937069,Изчерпан,0,12.80
937070,Изчерпан,0,15.50
937071,Изчерпан,0,17.30
937072,Изчерпан,0,19.80
937058,Изчерпан,0,10.80
937059,Изчерпан,0,12.20
937060,Изчерпан,0,13.80
937061,Изчерпан,0,15.20
937062,Изчерпан,0,16.80
937063,Наличен,4,18.20
937064,Наличен,5,19.50
937051,Изчерпан,0,10.80
937052,Изчерпан,0,12.20
937053,Изчерпан,0,13.80
937054,Изчерпан,0,15.20
937055,Изчерпан,0,16.80
937056,Изчерпан,0,18.20
937057,Изчерпан,0,19.50
937047,Изчерпан,0,10.80
937048,Изчерпан,0,12.20
937049,Изчерпан,0,13.80
937050,Изчерпан,0,15.20
937023,Изчерпан,0,11.20
937024,Изчерпан,0,14.20
937025,Изчерпан,0,16.50
937026,Изчерпан,0,21.90
940435,Изчерпан,0,7.50
940436,Наличен,5,10.80
940437,Наличен,5,14.20
940438,Изчерпан,0,12.00
940439,Наличен,3,14.20
937019,Изчерпан,0,9.50
937020,Изчерпан,0,11.90
937021,Наличен,6,14.20
937022,Наличен,2,18.80
954352,Изчерпан,0,4.80
954353,Изчерпан,0,5.20
954354,Изчерпан,0,5.80
954355,Изчерпан,0,6.20
937010,Изчерпан,0,5.80
937011,Изчерпан,0,8.50
937012,Изчерпан,0,11.20
937013,Изчерпан,0,13.90
937014,Изчерпан,0,16.50
937000,Изчерпан,0,10.80
937001,Изчерпан,0,14.20
937002,Изчерпан,0,17.50
937003,Изчерпан,0,14.20
937004,Изчерпан,0,9.50
937073,Изчерпан,0,11.90
937074,Изчерпан,0,14.20
937075,Изчерпан,0,18.80
922883,Наличен,264,4.20
935956,Наличен,285,4.20
928303,Наличен,69,4.20
935611,Наличен,30,4.20
935612,Наличен,28,4.20
928301,Наличен,118,4.20
928302,Наличен,85,4.20
937262,Изчерпан,0,17.30
935145,Наличен,14,20.50
935146,Наличен,21,20.50
935147,Наличен,25,24.50
935171,Наличен,89,5.50
935172,Наличен,45,5.50
935173,Наличен,81,5.50
935134,Наличен,30,5.50
935133,Наличен,27,5.50
935132,Наличен,42,5.50
935131,Наличен,23,5.50
942682,Наличен,6,5.50
935130,Наличен,48,5.50
935129,Наличен,11,5.50
935128,Наличен,20,5.50
935127,Наличен,10,5.50
935126,Наличен,32,5.90
942683,Наличен,45,5.90
942684,Наличен,12,5.90
935266,Наличен,12,6.20
935125,Наличен,25,6.20
935267,Наличен,13,6.20
935124,Наличен,34,6.20
935123,Наличен,36,6.20
935122,Наличен,22,6.20
935121,Наличен,32,6.20
935120,Наличен,35,6.20
935119,Наличен,32,6.20
935118,Наличен,25,6.80
942681,Наличен,29,6.80
935117,Наличен,38,6.80
935116,Наличен,20,6.80
934829,Наличен,65,0.80
934830,Изчерпан,0,1.50
934831,Изчерпан,0,2.60
934832,Изчерпан,0,4.20
375138,Наличен,5,17.80
374498,Наличен,47,3.30
374499,Наличен,54,3.30
948947,Изчерпан,0,1.00
948949,Изчерпан,0,1.00
948950,Изчерпан,0,1.00
948948,Изчерпан,0,1.00
921077,Наличен,78,4.00
921078,Наличен,151,4.00
921076,Наличен,30,4.00
921079,Наличен,148,4.00
921080,Наличен,105,4.00
927946,Наличен,27,4.00
927947,Наличен,41,4.00
921069,Наличен,17,6.50
921071,Наличен,23,10.50
921072,Наличен,93,14.00
955278,Наличен,2,13.90
955279,Наличен,2,13.90
955280,Наличен,1,13.90
947343,Изчерпан,0,31.50
940833,Наличен,9,34.20
939477,Наличен,17,5.80
925114,Наличен,14,5.20
926166,Наличен,17,5.20
926167,Наличен,6,4.30
925117,Наличен,7,3.50
926161,Наличен,9,6.60
926476,Наличен,30,6.00
926162,Наличен,21,5.90
926163,Наличен,19,5.90
926164,Наличен,24,5.90
926165,Наличен,13,5.90
921541,Наличен,31,12.80
921540,Изчерпан,0,9.90
301113,Наличен,55,4.20
301112,Наличен,38,3.80
926581,Наличен,75,18.20
926580,Наличен,73,16.50
926579,Наличен,43,15.30
926578,Наличен,12,21.80
922668,Наличен,13,14.50
921736,Наличен,4,28.90
921737,Наличен,5,28.90
921735,Наличен,10,21.50
942013,Наличен,5,17.60
939035,Наличен,8,49.00
928749,Наличен,2828,11.90
952669,Наличен,2,15.30
943742,Изчерпан,0,10.50
943743,Изчерпан,0,11.10
943905,Наличен,33,27.30
944131,Изчерпан,0,35.00
939030,Наличен,2,48.30
924421,Изчерпан,0,14.50
935809,Наличен,62,17.30
932000,Наличен,20,29.90
925769,Изчерпан,0,17.90
920745,Наличен,21,33.90
928750,Наличен,590,2.60
371201,Наличен,5,11.50
371242,Наличен,30,3.20
921367,Наличен,7,9.60
920771,Наличен,8,9.60
922667,Наличен,45,5.00
374189,Наличен,155,1.30
374190,Наличен,199,1.30
370609,Наличен,236,1.20
370610,Наличен,393,0.80
374103,Наличен,24,1.30
370611,Наличен,197,1.90
374812,Наличен,434,3.80
374105,Наличен,274,1.60
931460,Наличен,9,55.00
374422,Изчерпан,0,10.80
376919,Наличен,84,12.00
920350,Наличен,17,65.00
920773,Наличен,17,14.00
929818,Наличен,17,14.00
946866,Наличен,5,41.90
944989,Наличен,2,25.80
371701,Наличен,55,16.00
945522,Наличен,4,95.00
948352,Наличен,5,27.70
922379,Наличен,463,7.80
925624,Наличен,128,10.60
949815,Изчерпан,0,32.00
949816,Наличен,6,40.00
950199,Наличен,20,25.20
950697,Изчерпан,0,55.00
950596,Наличен,18,13.80
932948,Наличен,1,12.60
929590,Наличен,2,33.60
375198,Наличен,18,4.00
370623,Наличен,17,6.50
928751,Наличен,160,4.50
374461,Наличен,72,8.80
374472,Наличен,12,18.20
374473,Наличен,34,18.20
374439,Наличен,28,18.20
374173,Наличен,8,15.20
374465,Наличен,27,4.20
925759,Наличен,159,9.20
924344,Наличен,5,55.00
924345,Наличен,5,68.00
925045,Наличен,5,28.00
924346,Наличен,11,32.00
948020,Наличен,2,32.90
926452,Изчерпан,0,70.00
925049,Наличен,18,10.50
929504,Наличен,4,22.20
924348,Наличен,5,68.00
961009,Наличен,13,49.20
932036,Наличен,8,119.00
926495,Наличен,19,40.50
932554,Наличен,6,36.80
936492,Наличен,4,35.80
936494,Наличен,1,58.50
937391,Наличен,3,137.20
937393,Наличен,7,82.60
937394,Изчерпан,0,70.00
937399,Наличен,30,16.80
937395,Наличен,17,58.80
937396,Наличен,15,58.80
937603,Наличен,12,12.80
938318,Наличен,28,19.50
943903,Наличен,2,75.00
939039,Наличен,3,75.00
943904,Наличен,2,60.00
939049,Наличен,4,31.90
939036,Наличен,1,58.00
939034,Наличен,9,16.80
939239,Наличен,14,86.80
939237,Наличен,46,14.70
939236,Наличен,416,5.30
939045,Изчерпан,0,81.90
939046,Наличен,1,90.00
938383,Наличен,222,19.00
925763,Наличен,6,105.00
924349,Наличен,2,47.60
940297,Наличен,7,31.30
942011,Наличен,24,43.20
942009,Изчерпан,0,83.00
945093,Наличен,55,7.70
945094,Наличен,58,7.70
947053,Наличен,5,11.30
946868,Наличен,10,21.80
946867,Наличен,2,76.00
950592,Наличен,1,91.00
946869,Наличен,55,7.80
948593,Наличен,5,12.60
948606,Наличен,5,10.20
950200,Наличен,3,39.90
950507,Наличен,12,13.80
950508,Наличен,4,12.30
950509,Наличен,3,12.30
950506,Наличен,8,48.80
950597,Наличен,9,28.80
938317,Наличен,19,32.20
950598,Наличен,4,22.30
930241,Наличен,812,12.50
951274,Наличен,37,2.50
951275,Наличен,170,2.50
928715,Наличен,341,1.90
951278,Наличен,177,2.99
951279,Наличен,27,2.99
952804,Наличен,56,4.50
949851,Наличен,49,2.99
949852,Наличен,113,2.99
949853,Наличен,86,2.99
949854,Наличен,58,2.99
949855,Наличен,30,2.99
949849,Наличен,275,2.99
949850,Наличен,154,2.99
949845,Наличен,111,2.99
949846,Наличен,131,2.99
949847,Наличен,114,2.99
949848,Наличен,146,2.99
952051,Наличен,40,2.99
949844,Наличен,208,2.99
949464,Наличен,12,8.90
946886,Наличен,93,2.50
946887,Наличен,33,2.50
945629,Наличен,73,2.50
945628,Наличен,170,2.50
945622,Наличен,35,2.50
945623,Наличен,70,2.50
945624,Наличен,86,2.50
945625,Наличен,34,2.50
945626,Наличен,83,2.50
945627,Наличен,28,2.50
942850,Наличен,727,2.99
942851,Наличен,667,2.99
934879,Наличен,139,2.99
933221,Наличен,65,2.99
933222,Наличен,35,2.99
281005,Наличен,29,2.50
281007,Наличен,16,2.50
281014,Наличен,122,2.99
281013,Наличен,94,2.99
934882,Наличен,39,2.50
935552,Наличен,46,2.50
281012,Наличен,17,2.50
280910,Наличен,37,2.50
280909,Наличен,23,2.50
280908,Наличен,34,2.50
280907,Наличен,39,2.50
280906,Наличен,41,2.50
927381,Наличен,94,2.50
927383,Наличен,101,2.50
928777,Наличен,65,2.50
958782,Наличен,29,2.50
958783,Наличен,36,2.50
280905,Наличен,59,2.50
280994,Наличен,206,2.50
280993,Наличен,293,2.50
280992,Наличен,353,2.50
280991,Наличен,262,2.50
926057,Наличен,197,2.50
926056,Наличен,66,2.50
280911,Наличен,95,2.99
280902,Наличен,48,2.99
280903,Наличен,44,2.99
280904,Наличен,59,2.99
280995,Наличен,105,2.99
280901,Наличен,195,2.99
280863,Наличен,191,2.99
280996,Наличен,111,2.99
280985,Наличен,55,2.99
280969,Наличен,127,2.99
280970,Наличен,100,2.99
942248,Наличен,43,1.10
280873,Наличен,126,2.99
280874,Наличен,54,2.99
280983,Наличен,26,2.99
939597,Наличен,11,6.00
939598,Наличен,5,6.90
939599,Наличен,10,6.90
939600,Наличен,11,6.90
934075,Наличен,2,3.90
934076,Наличен,3,3.90
934077,Наличен,21,3.90
942245,Наличен,11,1.00
942246,Наличен,8,1.00
280871,Наличен,133,2.99
280872,Наличен,108,2.99
931340,Наличен,22,1.80
931341,Наличен,22,1.80
931342,Наличен,14,1.80
280864,Наличен,123,2.99
280865,Наличен,142,2.99
280866,Наличен,40,2.99
280867,Наличен,72,2.99
280868,Наличен,91,2.99
280869,Наличен,81,2.99
280870,Наличен,81,2.99
930356,Наличен,12,4.50
930357,Наличен,3,4.50
930358,Наличен,37,4.50
930359,Наличен,22,4.50
952803,Наличен,238,4.50
930350,Наличен,25,5.10
930351,Наличен,60,5.10
930352,Наличен,13,5.10
930353,Наличен,26,5.10
930354,Наличен,24,5.10
930355,Наличен,35,5.10
280976,Наличен,106,2.99
280975,Наличен,100,2.99
280974,Наличен,253,2.99
938871,Наличен,165,4.90
938872,Наличен,15,4.90
938873,Наличен,179,4.90
938874,Наличен,9,4.90
938875,Наличен,12,4.90
930344,Наличен,16,3.00
930345,Наличен,53,3.00
930346,Наличен,18,3.00
930347,Наличен,18,3.00
930348,Наличен,20,3.00
930349,Наличен,38,3.30
280980,Наличен,16,2.99
280979,Наличен,16,2.99
280978,Наличен,44,2.99
280977,Наличен,123,2.99
938867,Наличен,9,4.90
938868,Наличен,38,4.90
938869,Наличен,65,4.90
938870,Наличен,6,4.90
930343,Наличен,22,5.30
930342,Наличен,24,5.30
924908,Наличен,51,2.99
924909,Наличен,41,2.99
924910,Наличен,47,2.99
924911,Наличен,93,2.99
938864,Наличен,14,13.30
938865,Наличен,10,13.30
938866,Наличен,14,13.30
930316,Наличен,20,4.50
930317,Наличен,26,4.50
930318,Наличен,30,4.50
930319,Наличен,48,5.30
930320,Наличен,29,5.30
930321,Наличен,41,5.30
930322,Наличен,51,5.30
280862,Наличен,120,2.50
280861,Наличен,109,2.50
280984,Наличен,87,2.50
280860,Наличен,103,2.50
922079,Наличен,54,2.50
922078,Наличен,97,2.50
922081,Наличен,103,2.50
938863,Наличен,13,9.10
930304,Наличен,32,5.30
930305,Наличен,40,5.30
930306,Наличен,40,5.30
930307,Наличен,48,5.30
930308,Наличен,39,5.30
930309,Наличен,31,5.30
930310,Наличен,33,5.30
930311,Наличен,37,5.30
930312,Наличен,38,5.30
921205,Изчерпан,0,2.50
930301,Наличен,26,5.00
930302,Наличен,31,5.00
930303,Наличен,25,5.00
926052,Наличен,70,2.99
926053,Наличен,152,2.99
926054,Наличен,23,2.99
926055,Наличен,147,2.99
927829,Наличен,1,10.40
927830,Наличен,5,10.40
927831,Наличен,16,10.40
930289,Наличен,10,10.50
930290,Наличен,5,10.50
930291,Наличен,11,10.50
930292,Наличен,26,10.50
280887,Наличен,56,2.50
280888,Наличен,159,2.50
280889,Наличен,20,2.50
280890,Наличен,140,2.50
280891,Наличен,44,2.50
280892,Наличен,53,2.50
280893,Наличен,80,2.50
280894,Наличен,63,2.50
280895,Наличен,102,2.50
280896,Наличен,51,2.50
280897,Изчерпан,0,2.50
930285,Наличен,12,10.50
930286,Наличен,40,9.90
930287,Наличен,9,9.90
930288,Наличен,8,9.00
280875,Наличен,248,2.50
280876,Наличен,237,2.50
280877,Наличен,59,2.50
280878,Наличен,91,2.50
280879,Наличен,112,2.50
280880,Наличен,121,2.50
280881,Наличен,139,2.50
280882,Наличен,124,2.50
280883,Наличен,85,2.50
280884,Наличен,81,2.50
280885,Наличен,96,2.50
929240,Наличен,5,4.20
929241,Наличен,1,4.20
929242,Наличен,2,4.20
928743,Наличен,8,4.20
930329,Наличен,20,5.50
934343,Наличен,49,5.50
930330,Наличен,52,5.50
930331,Наличен,41,5.50
930332,Наличен,33,5.50
930333,Наличен,50,5.50
930334,Наличен,67,5.50
930335,Наличен,30,5.50
930336,Наличен,34,5.50
930337,Наличен,57,5.50
930338,Наличен,18,5.50
930339,Наличен,10,5.50
930340,Наличен,34,5.50
930341,Наличен,23,5.50
922005,Наличен,47,2.50
922006,Наличен,40,2.50
922007,Наличен,98,2.50
280981,Наличен,82,2.50
946885,Наличен,35,2.50
929238,Изчерпан,0,9.20
929239,Наличен,2,8.90
930323,Наличен,23,10.50
930324,Наличен,24,10.50
930325,Наличен,30,9.00
930326,Наличен,31,9.00
930327,Наличен,25,10.50
930328,Наличен,11,11.90
920608,Наличен,128,2.50
920607,Наличен,136,2.50
928629,Изчерпан,0,6.80
928630,Наличен,2,6.80
929244,Изчерпан,0,6.80
929245,Наличен,2,6.80
930313,Наличен,30,6.80
930314,Наличен,7,6.80
930315,Наличен,10,6.80
280913,Наличен,74,2.50
280914,Наличен,66,2.50
928243,Наличен,30,2.50
281008,Наличен,34,2.50
930293,Наличен,29,6.80
930294,Наличен,1,6.80
930295,Наличен,25,6.80
930296,Наличен,12,6.80
930297,Наличен,2,6.80
930298,Наличен,4,6.80
930299,Наличен,33,6.80
930300,Наличен,15,6.80
280859,Наличен,69,2.50
280858,Наличен,63,2.50
280857,Наличен,67,2.50
280982,Наличен,78,2.50
930280,Наличен,5,9.00
930281,Наличен,1,9.00
930282,Наличен,18,9.80
930283,Наличен,9,11.30
930284,Наличен,27,13.50
922008,Наличен,217,2.50
280917,Наличен,215,2.50
280916,Наличен,294,2.50
280915,Наличен,380,2.50
952058,Наличен,141,2.50
952057,Наличен,77,2.50
952056,Наличен,161,2.50
952055,Наличен,140,2.50
936223,Наличен,33,23.80
936225,Наличен,41,23.80
928143,Наличен,32,23.80
932199,Наличен,18,24.80
927521,Наличен,87,26.50
928144,Наличен,79,27.20
936126,Наличен,23,32.30
936577,Наличен,30,51.00
936578,Наличен,21,51.00
936579,Наличен,34,51.00
936222,Наличен,29,23.80
936224,Наличен,21,23.80
927518,Наличен,20,23.80
932198,Наличен,20,24.80
927519,Наличен,6,26.50
927520,Наличен,9,27.20
936125,Наличен,21,32.30
932134,Наличен,62,22.20
932135,Наличен,51,27.20
932136,Изчерпан,0,30.60
951266,Наличен,44,35.80
921963,Наличен,40,40.50
944044,Наличен,106,2.30
944045,Наличен,115,2.50
944046,Наличен,74,2.50
944047,Наличен,36,2.50
944084,Наличен,61,1.90
944098,Наличен,32,1.90
944085,Наличен,15,1.90
944086,Наличен,52,1.90
944099,Наличен,28,1.90
944100,Наличен,30,1.90
944087,Наличен,21,1.90
944101,Наличен,35,1.90
944197,Изчерпан,0,3.60
944195,Наличен,13,3.60
944193,Наличен,12,3.60
944196,Наличен,3,3.60
944194,Наличен,15,3.60
944652,Наличен,73,3.60
937947,Наличен,171,27.80
936392,Наличен,766,2.00
936391,Наличен,4101,0.90
936390,Наличен,2248,0.60
935272,Наличен,994,3.90
935750,Наличен,999,3.90
932176,Наличен,25,35.90
932247,Наличен,2093,0.80
932248,Наличен,732,1.00
932249,Наличен,44,1.10
932250,Наличен,40,1.30
938101,Наличен,41,1.40
932251,Наличен,200,1.60
949094,Наличен,128,1.00
949095,Наличен,51,1.10
949092,Наличен,230,1.00
949093,Наличен,43,1.10
925108,Наличен,5,65.00
949099,Наличен,17,1.90
949100,Наличен,109,1.90
949101,Наличен,29,1.90
376021,Наличен,65,1.90
376022,Изчерпан,0,1.90
376023,Изчерпан,0,1.90
932133,Наличен,45,1.90
932132,Наличен,86,1.90
949096,Наличен,33,1.90
949097,Наличен,50,1.90
949098,Наличен,37,1.90
949105,Наличен,66,1.90
949106,Наличен,63,1.90
949107,Наличен,36,1.90
376002,Наличен,8,1.90
376003,Наличен,70,1.90
376004,Изчерпан,0,1.90
932127,Наличен,66,1.90
932128,Наличен,16,1.90
949102,Наличен,69,1.90
949103,Наличен,52,1.90
949104,Наличен,7,1.90
930515,Изчерпан,0,6.50
930528,Наличен,72,1.80
930529,Наличен,85,1.80
930530,Наличен,65,1.80
930525,Наличен,263,1.40
930526,Наличен,133,1.40
930527,Наличен,232,1.40
941833,Наличен,199,4.10
930519,Изчерпан,0,1.80
930520,Наличен,68,1.80
930521,Наличен,97,1.80
930522,Наличен,93,1.80
930523,Наличен,107,1.80
930524,Изчерпан,0,1.80
930516,Изчерпан,0,1.80
930517,Изчерпан,0,1.80
930518,Изчерпан,0,1.50
930502,Изчерпан,0,1.80
930507,Изчерпан,0,1.80
930509,Изчерпан,0,1.80
930497,Наличен,39,1.80
930500,Изчерпан,0,1.80
944858,Изчерпан,0,1.80
930503,Наличен,57,1.80
930504,Наличен,139,1.80
930505,Наличен,182,1.80
930506,Наличен,68,1.40
930508,Изчерпан,0,1.80
930510,Наличен,86,1.80
930511,Наличен,84,1.80
930512,Наличен,153,1.80
930513,Наличен,100,1.80
930514,Наличен,121,1.80
930496,Наличен,99,1.80
930498,Наличен,39,1.80
930501,Наличен,33,1.80
941832,Изчерпан,0,3.60
942524,Наличен,65,4.90
941219,Наличен,19,25.40
941218,Наличен,79,103.50
942272,Наличен,35,4.80
942271,Наличен,80,2.20
942273,Наличен,57,2.10
942995,Изчерпан,0,4.50
942996,Изчерпан,0,5.10
943458,Наличен,45,9.30
959585,Наличен,6,24.50
959586,Наличен,5,19.30
938855,Наличен,23,4.20
938856,Наличен,13,4.20
934742,Наличен,12,15.70
934743,Изчерпан,0,15.70
934744,Изчерпан,0,7.20
933906,Наличен,3,6.70
374454,Наличен,70,3.60
374111,Изчерпан,0,2.80
374110,Наличен,13,3.20
930113,Наличен,15,17.50
930114,Наличен,11,23.20
930115,Наличен,27,26.20
930098,Наличен,2,312.00
937940,Наличен,167,3.20
927882,Наличен,2,3.50
927881,Наличен,257,3.80
946988,Наличен,4,168.00
374169,Наличен,73,50.00
950136,Изчерпан,0,289.00
946870,Изчерпан,0,238.00
946871,Изчерпан,0,292.00
374425,Наличен,22,3.20
950603,Наличен,5,10.50
950604,Изчерпан,0,10.50
950605,Наличен,5,10.50
950593,Наличен,7,46.20
950594,Наличен,2,43.30
950595,Наличен,1,48.30
950137,Наличен,1,25.20
240115,Изчерпан,0,20.00
949515,Наличен,5,14.80
949517,Наличен,1,16.90
949519,Наличен,6,23.80
955018,Изчерпан,0,23.30
949514,Наличен,3,14.30
949516,Наличен,4,16.50
949518,Наличен,2,23.30
949508,Наличен,8,15.30
949509,Наличен,1,15.80
949510,Наличен,9,16.80
949511,Изчерпан,0,17.30
949512,Наличен,6,20.80
949513,Наличен,1,21.30
948082,Наличен,77,4.50
948083,Наличен,64,4.50
948084,Наличен,67,4.50
948086,Наличен,67,4.50
948087,Наличен,46,4.50
948085,Наличен,64,4.50
948076,Изчерпан,0,4.20
948078,Изчерпан,0,4.20
948080,Наличен,43,3.60
948077,Наличен,5,3.60
948074,Наличен,7,5.20
948075,Наличен,16,5.20
948079,Наличен,28,3.60
948081,Наличен,65,3.60
946537,Наличен,358,3.90
946534,Наличен,323,3.90
946535,Наличен,17,3.90
946536,Наличен,273,3.90
951786,Наличен,360,4.80
951787,Наличен,489,4.80
947180,Изчерпан,0,25.60
947181,Изчерпан,0,25.60
441160,Изчерпан,0,6.30
370619,Наличен,146,4.50
370630,Наличен,385,21.80
361952,Изчерпан,0,39.90
361957,Изчерпан,0,39.90
360979,Наличен,3,39.90
928641,Наличен,9,19.60
928642,Наличен,2,25.20
932654,Наличен,9,30.20
923345,Наличен,7,5.20
958427,Изчерпан,0,34.50
361955,Наличен,8,34.50
361956,Наличен,8,34.50
360903,Наличен,7,34.50
370635,Наличен,29,3.80
927013,Наличен,90,20.80
927014,Наличен,102,21.80
927277,Изчерпан,0,30.00
360393,Наличен,7,30.00
360392,Наличен,21,30.00
360390,Наличен,35,31.50
360389,Наличен,42,31.50
374408,Наличен,18,3.80
927009,Наличен,24,17.90
927010,Наличен,21,19.60
927011,Наличен,15,25.20
927012,Наличен,38,30.20
926582,Изчерпан,0,12.50
928107,Наличен,85,3.50
928108,Изчерпан,0,3.50
928109,Изчерпан,0,3.50
927005,Наличен,36,19.30
927006,Наличен,31,19.60
927007,Наличен,19,25.20
927008,Наличен,16,30.50
926169,Наличен,10,4.90
947178,Наличен,5,30.70
947179,Наличен,7,31.50
947185,Наличен,17,50.40
947184,Наличен,16,60.20
947186,Наличен,4,3.80
947177,Наличен,14,6.30
946188,Изчерпан,0,10.50
946190,Изчерпан,0,10.50
946726,Изчерпан,0,10.50
946727,Изчерпан,0,10.50
946178,Наличен,7,6.60
946184,Изчерпан,0,6.60
958698,Наличен,4,6.60
958700,Изчерпан,0,6.60
958699,Наличен,1,6.60
945427,Изчерпан,0,5.80
945431,Изчерпан,0,5.80
945443,Изчерпан,0,6.60
945442,Изчерпан,0,6.60
949955,Изчерпан,0,6.60
945509,Наличен,2,5.50
945433,Изчерпан,0,5.50
945434,Изчерпан,0,5.50
945436,Изчерпан,0,5.30
945437,Изчерпан,0,5.30
945439,Изчерпан,0,5.30
945435,Изчерпан,0,5.50
945451,Наличен,8,6.50
946721,Наличен,7,6.60
946722,Наличен,5,6.60
946171,Наличен,1,5.80
945411,Изчерпан,0,5.80
945417,Изчерпан,0,5.80
946177,Изчерпан,0,6.60
946179,Изчерпан,0,7.80
946723,Наличен,3,6.60
946186,Наличен,4,6.60
